Date,Tweet Text,Compound,Negative,Neutral,Positive
2020-12-10," Winter is here, go to sunny beaches w FionaQuinnMysteries great whodunits for U or the cozymystery reader on your list!…",0.8016,0.0,0.69,0.31
2020-12-10,Click on the link to buy:  Saksham SakshamImpex Kolln KollnOats HealthIsWealth BowlOfOats FitnessFood BreakfastIdeas Museli BreakFast Wholesome GourmetBreakfast GourmetBrands WholeGrain Oatmeal BrekkieWithKolln,0.0,0.0,1.0,0.0
2020-12-10,CR1632 3 Volt Lithium Coin Cell Battery (10 Batteries)【5-Years Warranty】  ,0.0,0.0,1.0,0.0
2020-12-10,"Advanced Customer Analytics: Targeting, Valuing, Segmenting and Loyalty Techniques (Marketing Science) CustomerAnalytics ",0.7845,0.0,0.533,0.467
2020-12-10,"Geekria Hard Carrying Case, Compatible with Oculus Quest VR Gaming Headset and Controllers Accessories/Protective Travel Bag/Storage Case with Space for Cable, Charger and Parts (Grey Grain)  ",-0.1027,0.053,0.947,0.0
2020-12-10,"12 pack of Air Fresheners, $7.37!!        ",0.0,0.0,1.0,0.0
2020-12-10,Bogeyman Leadership: How to Turn Your Employees into Listless Zombies by Dr. Tom DePaoli.  Boogeyman Leadership recounts  bad leadership ideas and stories to make sure the reader crosses these schemes off their  list   leadership ,-0.296,0.093,0.847,0.061
2020-12-10,"Energizer 2032 Battery CR2032 Lithium 3v, 5 Count (Pack of 1)  ",0.4767,0.0,0.744,0.256
2020-12-10, $AMZN $VLDR Does Amazon's rumored autonomous car Zoox use VLDR lidar? ,0.0,0.0,1.0,0.0
2020-12-10,"Fellowes 62MC 10-Sheet Micro-Cut Home and Office Paper Shredder with Safety Lock for Added Protection (4685101),Black  ",0.4215,0.0,0.843,0.157
